plik,emocja_prawdziwa,emocja_predykcja,zgodność,prawd_emocji_prawidłowej_%,angry_%,disgust_%,fear_%,happy_%,sad_%,surprise_%,neutral_%
FER2013/test\happy\PrivateTest_23900877.jpg,happy,neutral,NIE,19.43,0.77,0.0,2.02,19.43,4.21,0.14,73.42
FER2013/test\happy\PublicTest_76109223.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_75009569.jpg,happy,happy,TAK,99.89,0.01,0.0,0.06,99.89,0.04,0.0,0.0
FER2013/test\happy\PrivateTest_95450853.jpg,happy,happy,TAK,94.22,0.0,0.0,0.0,94.22,0.01,0.04,5.73
FER2013/test\happy\PrivateTest_92488399.jpg,happy,fear,NIE,12.36,0.09,0.0,67.8,12.36,0.3,19.02,0.43
FER2013/test\happy\PublicTest_45784121.jpg,happy,happy,TAK,90.66,0.17,0.0,1.59,90.66,0.0,7.58,0.0
FER2013/test\happy\PrivateTest_88679070.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_27103431.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.0,0.01
FER2013/test\happy\PrivateTest_52113835.jpg,happy,happy,TAK,86.63,1.03,0.0,1.97,86.63,0.01,10.22,0.16
FER2013/test\happy\PublicTest_62276045.jpg,happy,happy,TAK,99.98,0.0,0.0,0.0,99.98,0.02,0.0,0.0
FER2013/test\happy\PrivateTest_33123711.jpg,happy,fear,NIE,12.22,0.09,0.01,86.67,12.22,0.85,0.0,0.16
FER2013/test\happy\PrivateTest_4387990.jpg,happy,happy,TAK,99.53,0.08,0.0,0.17,99.53,0.19,0.0,0.03
FER2013/test\happy\PublicTest_92936239.jpg,happy,happy,TAK,92.68,0.42,0.0,0.01,92.68,0.06,0.06,6.78
FER2013/test\happy\PrivateTest_15203663.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_74227592.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_76492533.jpg,happy,happy,TAK,99.79,0.0,0.0,0.0,99.79,0.0,0.0,0.21
FER2013/test\happy\PrivateTest_73084625.jpg,happy,angry,NIE,9.34,59.36,0.0,0.29,9.34,0.32,0.03,30.66
FER2013/test\happy\PublicTest_30197896.jpg,happy,neutral,NIE,0.0,0.0,0.0,0.01,0.0,0.29,0.0,99.69
FER2013/test\happy\PublicTest_58849515.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_52321655.jpg,happy,happy,TAK,98.03,0.01,0.0,1.64,98.03,0.02,0.01,0.3
FER2013/test\happy\PublicTest_81147127.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_52922636.jpg,happy,happy,TAK,99.55,0.0,0.0,0.0,99.55,0.0,0.0,0.44
FER2013/test\happy\PublicTest_88249373.jpg,happy,happy,TAK,99.91,0.0,0.0,0.0,99.91,0.03,0.0,0.06
FER2013/test\happy\PublicTest_66651438.jpg,happy,angry,NIE,7.51,91.75,0.0,0.51,7.51,0.19,0.0,0.04
FER2013/test\happy\PublicTest_30375920.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_2356351.jpg,happy,happy,TAK,71.37,0.5,0.02,0.26,71.37,5.69,0.1,22.06
FER2013/test\happy\PublicTest_64261256.jpg,happy,sad,NIE,0.07,0.04,0.0,6.59,0.07,93.3,0.0,0.0
FER2013/test\happy\PrivateTest_4315069.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_52646176.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.0,0.01
FER2013/test\happy\PublicTest_43275871.jpg,happy,fear,NIE,21.5,0.0,0.0,77.37,21.5,0.0,0.01,1.12
FER2013/test\happy\PublicTest_74852131.jpg,happy,happy,TAK,75.3,0.0,0.0,0.17,75.3,0.0,24.53,0.0
FER2013/test\happy\PublicTest_58068244.jpg,happy,happy,TAK,99.84,0.0,0.0,0.0,99.84,0.0,0.0,0.16
FER2013/test\happy\PublicTest_14863387.jpg,happy,angry,NIE,17.31,45.27,0.0,0.75,17.31,3.77,0.28,32.61
FER2013/test\happy\PublicTest_16904324.jpg,happy,happy,TAK,99.98,0.0,0.0,0.0,99.98,0.0,0.01,0.02
FER2013/test\happy\PublicTest_32544065.jpg,happy,happy,TAK,99.21,0.61,0.0,0.19,99.21,0.0,0.0,0.0
FER2013/test\happy\PublicTest_33635814.jpg,happy,neutral,NIE,44.78,0.14,0.0,0.01,44.78,0.01,0.03,55.04
FER2013/test\happy\PrivateTest_33881696.jpg,happy,neutral,NIE,6.86,0.0,0.0,0.0,6.86,0.02,0.0,93.11
FER2013/test\happy\PublicTest_29578299.jpg,happy,happy,TAK,94.14,0.0,0.0,0.0,94.14,0.01,0.0,5.84
FER2013/test\happy\PublicTest_98367611.jpg,happy,angry,NIE,42.67,48.23,0.0,0.92,42.67,3.8,0.02,4.35
FER2013/test\happy\PublicTest_51862731.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_81772748.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_16894784.jpg,happy,happy,TAK,99.79,0.0,0.0,0.0,99.79,0.0,0.0,0.21
FER2013/test\happy\PublicTest_88473367.jpg,happy,happy,TAK,99.73,0.0,0.0,0.0,99.73,0.0,0.0,0.27
FER2013/test\happy\PublicTest_6949642.jpg,happy,happy,TAK,98.03,0.02,0.0,0.01,98.03,0.0,1.87,0.08
FER2013/test\happy\PrivateTest_46081026.jpg,happy,happy,TAK,99.98,0.0,0.0,0.0,99.98,0.0,0.0,0.01
FER2013/test\happy\PrivateTest_4514883.jpg,happy,happy,TAK,98.35,0.0,0.0,0.0,98.35,0.0,0.0,1.64
FER2013/test\happy\PublicTest_37805784.jpg,happy,happy,TAK,93.96,0.0,0.0,0.0,93.96,0.0,1.76,4.26
FER2013/test\happy\PrivateTest_13068573.jpg,happy,neutral,NIE,31.2,0.01,0.0,0.0,31.2,0.11,0.0,68.68
FER2013/test\happy\PrivateTest_15967470.jpg,happy,fear,NIE,0.02,0.6,0.0,79.33,0.02,20.05,0.0,0.0
FER2013/test\happy\PrivateTest_88480035.jpg,happy,happy,TAK,99.17,0.0,0.0,0.0,99.17,0.0,0.0,0.83
FER2013/test\happy\PrivateTest_36260140.jpg,happy,fear,NIE,2.55,0.02,0.0,89.91,2.55,7.52,0.0,0.0
FER2013/test\happy\PrivateTest_95213268.jpg,happy,neutral,NIE,1.95,5.22,0.0,16.12,1.95,23.26,0.02,53.42
FER2013/test\happy\PublicTest_48509199.jpg,happy,happy,TAK,75.3,0.0,0.0,24.69,75.3,0.0,0.0,0.0
FER2013/test\happy\PublicTest_53296753.jpg,happy,happy,TAK,99.91,0.09,0.0,0.0,99.91,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_9549216.jpg,happy,happy,TAK,99.93,0.0,0.0,0.0,99.93,0.01,0.0,0.07
FER2013/test\happy\PrivateTest_41344435.jpg,happy,happy,TAK,97.72,0.02,0.0,0.0,97.72,0.0,1.47,0.79
FER2013/test\happy\PublicTest_94796042.jpg,happy,neutral,NIE,2.15,4.91,0.0,2.6,2.15,2.38,0.02,87.94
FER2013/test\happy\PublicTest_48170323.jpg,happy,happy,TAK,99.98,0.0,0.0,0.0,99.98,0.0,0.0,0.02
FER2013/test\happy\PrivateTest_88188163.jpg,happy,angry,NIE,25.97,60.92,0.02,0.52,25.97,12.07,0.0,0.49
FER2013/test\happy\PublicTest_97173493.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_81836376.jpg,happy,happy,TAK,85.75,0.01,0.0,0.03,85.75,0.16,0.31,13.73
FER2013/test\happy\PrivateTest_40212958.jpg,happy,fear,NIE,0.0,1.06,0.0,57.36,0.0,4.82,0.03,36.73
FER2013/test\happy\PublicTest_25530597.jpg,happy,happy,TAK,93.33,0.01,0.0,0.05,93.33,0.08,0.03,6.49
FER2013/test\happy\PrivateTest_54940776.jpg,happy,happy,TAK,99.37,0.0,0.0,0.0,99.37,0.01,0.13,0.49
FER2013/test\happy\PublicTest_8979920.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.01,0.0
FER2013/test\happy\PrivateTest_82094803.jpg,happy,happy,TAK,99.94,0.0,0.0,0.0,99.94,0.0,0.0,0.06
FER2013/test\happy\PublicTest_53617644.jpg,happy,happy,TAK,99.95,0.02,0.01,0.01,99.95,0.01,0.0,0.01
FER2013/test\happy\PrivateTest_32228474.jpg,happy,fear,NIE,0.46,0.0,0.0,98.93,0.46,0.56,0.0,0.04
FER2013/test\happy\PublicTest_85457087.jpg,happy,neutral,NIE,0.39,0.01,0.0,0.11,0.39,4.86,0.0,94.63
FER2013/test\happy\PrivateTest_88195581.jpg,happy,sad,NIE,16.41,30.28,0.01,3.32,16.41,49.96,0.01,0.01
FER2013/test\happy\PrivateTest_40878656.jpg,happy,happy,TAK,99.98,0.0,0.0,0.0,99.98,0.0,0.0,0.02
FER2013/test\happy\PublicTest_87222808.jpg,happy,happy,TAK,99.58,0.0,0.0,0.0,99.58,0.23,0.0,0.19
FER2013/test\happy\PrivateTest_76410281.jpg,happy,happy,TAK,95.85,0.0,0.0,0.0,95.85,0.0,0.0,4.15
FER2013/test\happy\PublicTest_47231616.jpg,happy,happy,TAK,99.69,0.0,0.0,0.0,99.69,0.0,0.12,0.19
FER2013/test\happy\PublicTest_91253521.jpg,happy,happy,TAK,99.44,0.0,0.0,0.0,99.44,0.0,0.0,0.56
FER2013/test\happy\PrivateTest_87390457.jpg,happy,happy,TAK,99.72,0.0,0.0,0.27,99.72,0.0,0.0,0.01
FER2013/test\happy\PrivateTest_35591581.jpg,happy,happy,TAK,99.71,0.0,0.0,0.0,99.71,0.0,0.0,0.29
FER2013/test\happy\PrivateTest_96682835.jpg,happy,happy,TAK,99.81,0.0,0.0,0.0,99.81,0.01,0.0,0.18
FER2013/test\happy\PublicTest_64414749.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_22141713.jpg,happy,neutral,NIE,0.09,0.01,0.0,0.06,0.09,22.73,0.0,77.11
FER2013/test\happy\PublicTest_83646668.jpg,happy,happy,TAK,93.47,0.04,0.0,1.48,93.47,0.0,4.97,0.05
FER2013/test\happy\PublicTest_90183500.jpg,happy,happy,TAK,91.58,0.0,0.0,5.98,91.58,0.76,0.0,1.67
FER2013/test\happy\PublicTest_3140321.jpg,happy,happy,TAK,82.36,0.0,0.0,0.0,82.36,0.0,0.01,17.63
FER2013/test\happy\PrivateTest_45965771.jpg,happy,happy,TAK,93.88,0.03,0.0,0.0,93.88,4.34,0.0,1.76
FER2013/test\happy\PublicTest_57427256.jpg,happy,happy,TAK,80.11,0.15,0.0,0.88,80.11,3.25,0.03,15.58
FER2013/test\happy\PrivateTest_27554547.jpg,happy,happy,TAK,97.12,0.0,0.0,0.14,97.12,0.0,0.97,1.77
FER2013/test\happy\PrivateTest_39819887.jpg,happy,fear,NIE,37.91,0.0,0.0,61.73,37.91,0.0,0.36,0.0
FER2013/test\happy\PrivateTest_20254872.jpg,happy,surprise,NIE,0.0,0.0,0.0,0.18,0.0,0.0,99.82,0.0
FER2013/test\happy\PublicTest_82319730.jpg,happy,happy,TAK,97.98,0.01,0.0,0.0,97.98,0.01,0.0,2.0
FER2013/test\happy\PrivateTest_34633618.jpg,happy,happy,TAK,94.7,0.04,0.0,4.36,94.7,0.73,0.11,0.04
FER2013/test\happy\PublicTest_87449224.jpg,happy,happy,TAK,59.51,0.2,0.0,0.0,59.51,0.99,0.0,39.29
FER2013/test\happy\PrivateTest_66765777.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_31517868.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_75309971.jpg,happy,happy,TAK,80.93,0.0,0.0,0.0,80.93,0.0,0.0,19.07
FER2013/test\happy\PublicTest_80753326.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_90967377.jpg,happy,happy,TAK,99.4,0.0,0.0,0.0,99.4,0.01,0.0,0.59
FER2013/test\happy\PrivateTest_10613684.jpg,happy,happy,TAK,99.19,0.0,0.0,0.0,99.19,0.09,0.0,0.71
FER2013/test\happy\PrivateTest_92587611.jpg,happy,happy,TAK,99.91,0.0,0.0,0.0,99.91,0.0,0.0,0.09
FER2013/test\happy\PublicTest_82051328.jpg,happy,happy,TAK,99.97,0.0,0.0,0.0,99.97,0.0,0.0,0.03
FER2013/test\happy\PrivateTest_32785534.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_80554550.jpg,happy,happy,TAK,86.36,0.0,0.0,0.0,86.36,0.0,0.1,13.54
FER2013/test\happy\PublicTest_24830226.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_81431646.jpg,happy,neutral,NIE,0.0,0.0,0.0,0.0,0.0,0.09,0.0,99.91
FER2013/test\happy\PublicTest_83745997.jpg,happy,happy,TAK,85.42,0.02,0.0,0.09,85.42,0.46,0.02,13.98
FER2013/test\happy\PrivateTest_47046591.jpg,happy,happy,TAK,69.99,29.65,0.0,0.02,69.99,0.15,0.0,0.18
FER2013/test\happy\PrivateTest_86970637.jpg,happy,surprise,NIE,0.02,0.02,0.0,0.18,0.02,0.0,99.77,0.0
FER2013/test\happy\PrivateTest_29518391.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_7868121.jpg,happy,happy,TAK,54.16,0.01,0.0,0.1,54.16,0.27,0.01,45.45
FER2013/test\happy\PublicTest_18243231.jpg,happy,happy,TAK,99.84,0.0,0.0,0.0,99.84,0.0,0.0,0.16
FER2013/test\happy\PrivateTest_44648662.jpg,happy,neutral,NIE,45.98,0.0,0.0,0.02,45.98,0.19,0.01,53.81
FER2013/test\happy\PrivateTest_83492947.jpg,happy,happy,TAK,99.39,0.0,0.0,0.0,99.39,0.0,0.0,0.61
FER2013/test\happy\PrivateTest_13638190.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_94168367.jpg,happy,neutral,NIE,25.39,0.25,0.0,0.93,25.39,2.86,18.79,51.77
FER2013/test\happy\PrivateTest_64684882.jpg,happy,happy,TAK,94.85,5.15,0.0,0.0,94.85,0.0,0.0,0.0
FER2013/test\happy\PublicTest_31534814.jpg,happy,happy,TAK,96.52,0.0,0.0,0.0,96.52,0.0,0.0,3.48
FER2013/test\happy\PrivateTest_46389051.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_57926598.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_49770561.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_30247797.jpg,happy,happy,TAK,85.42,0.0,0.0,0.0,85.42,0.0,0.0,14.58
FER2013/test\happy\PublicTest_76152057.jpg,happy,angry,NIE,5.29,87.66,0.0,5.51,5.29,0.02,1.53,0.0
FER2013/test\happy\PublicTest_89497262.jpg,happy,happy,TAK,97.17,0.71,0.0,0.17,97.17,1.91,0.0,0.03
FER2013/test\happy\PublicTest_29219156.jpg,happy,happy,TAK,99.82,0.01,0.0,0.0,99.82,0.01,0.0,0.17
FER2013/test\happy\PrivateTest_14617434.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_11394394.jpg,happy,happy,TAK,99.87,0.0,0.0,0.0,99.87,0.0,0.0,0.13
FER2013/test\happy\PrivateTest_13248909.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.0,0.01
FER2013/test\happy\PrivateTest_28122366.jpg,happy,happy,TAK,99.98,0.0,0.0,0.01,99.98,0.01,0.0,0.0
FER2013/test\happy\PrivateTest_54027664.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.0,0.01
FER2013/test\happy\PrivateTest_23574753.jpg,happy,angry,NIE,0.7,62.57,0.0,3.15,0.7,6.8,0.06,26.71
FER2013/test\happy\PublicTest_79893432.jpg,happy,happy,TAK,97.29,0.0,0.0,0.0,97.29,0.0,0.0,2.71
FER2013/test\happy\PrivateTest_36531981.jpg,happy,angry,NIE,0.05,99.95,0.0,0.0,0.05,0.0,0.0,0.0
FER2013/test\happy\PublicTest_89359277.jpg,happy,sad,NIE,0.78,0.72,0.01,0.16,0.78,98.3,0.0,0.04
FER2013/test\happy\PublicTest_38935497.jpg,happy,happy,TAK,99.43,0.0,0.0,0.0,99.43,0.0,0.0,0.57
FER2013/test\happy\PublicTest_36631165.jpg,happy,happy,TAK,99.96,0.0,0.0,0.0,99.96,0.0,0.0,0.04
FER2013/test\happy\PublicTest_51439.jpg,happy,surprise,NIE,3.21,0.01,0.0,8.7,3.21,0.01,87.99,0.09
FER2013/test\happy\PrivateTest_30108404.jpg,happy,happy,TAK,92.8,0.0,0.0,0.0,92.8,0.0,0.0,7.19
FER2013/test\happy\PublicTest_71379924.jpg,happy,happy,TAK,99.0,0.0,0.0,0.0,99.0,0.0,0.0,1.0
FER2013/test\happy\PrivateTest_88156047.jpg,happy,happy,TAK,98.34,0.35,0.0,0.0,98.34,1.31,0.0,0.0
FER2013/test\happy\PublicTest_55888619.jpg,happy,neutral,NIE,0.0,0.45,0.0,1.14,0.0,20.87,0.0,77.54
FER2013/test\happy\PublicTest_9537841.jpg,happy,happy,TAK,99.98,0.0,0.0,0.0,99.98,0.0,0.0,0.02
FER2013/test\happy\PrivateTest_86354181.jpg,happy,happy,TAK,99.99,0.0,0.0,0.01,99.99,0.01,0.0,0.0
FER2013/test\happy\PrivateTest_59417109.jpg,happy,happy,TAK,93.31,0.13,0.02,5.73,93.31,0.06,0.75,0.01
FER2013/test\happy\PublicTest_681901.jpg,happy,happy,TAK,97.68,1.81,0.0,0.0,97.68,0.02,0.0,0.49
FER2013/test\happy\PublicTest_59401293.jpg,happy,happy,TAK,99.86,0.0,0.0,0.0,99.86,0.03,0.0,0.1
FER2013/test\happy\PrivateTest_10077120.jpg,happy,happy,TAK,99.64,0.0,0.0,0.0,99.64,0.0,0.01,0.35
FER2013/test\happy\PublicTest_89481334.jpg,happy,neutral,NIE,0.0,0.0,0.0,1.05,0.0,21.13,0.0,77.82
FER2013/test\happy\PrivateTest_72035874.jpg,happy,happy,TAK,93.09,2.68,0.0,0.56,93.09,3.19,0.4,0.08
FER2013/test\happy\PublicTest_42454296.jpg,happy,happy,TAK,94.24,0.16,0.0,0.0,94.24,1.32,0.0,4.27
FER2013/test\happy\PublicTest_19214280.jpg,happy,happy,TAK,99.88,0.02,0.0,0.0,99.88,0.0,0.0,0.09
FER2013/test\happy\PrivateTest_30792681.jpg,happy,happy,TAK,70.93,0.19,0.0,0.08,70.93,5.12,0.02,23.67
FER2013/test\happy\PublicTest_2355293.jpg,happy,sad,NIE,5.53,3.36,5.48,19.57,5.53,63.68,0.01,2.36
FER2013/test\happy\PrivateTest_6269413.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_7154955.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_33726932.jpg,happy,happy,TAK,99.58,0.0,0.0,0.0,99.58,0.0,0.0,0.42
FER2013/test\happy\PrivateTest_35915421.jpg,happy,fear,NIE,0.57,1.04,0.0,56.69,0.57,0.86,39.43,1.4
FER2013/test\happy\PrivateTest_74390464.jpg,happy,happy,TAK,97.93,0.0,0.0,2.02,97.93,0.03,0.0,0.01
FER2013/test\happy\PrivateTest_27430217.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_96929158.jpg,happy,sad,NIE,0.9,0.0,0.0,0.2,0.9,85.93,0.0,12.97
FER2013/test\happy\PrivateTest_7041966.jpg,happy,happy,TAK,99.79,0.0,0.0,0.0,99.79,0.0,0.0,0.21
FER2013/test\happy\PublicTest_3830494.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_25271883.jpg,happy,happy,TAK,99.85,0.0,0.0,0.0,99.85,0.0,0.0,0.15
FER2013/test\happy\PublicTest_98400798.jpg,happy,neutral,NIE,10.8,3.25,0.0,5.38,10.8,0.21,0.03,80.34
FER2013/test\happy\PublicTest_13277039.jpg,happy,happy,TAK,99.96,0.0,0.0,0.01,99.96,0.0,0.03,0.0
FER2013/test\happy\PublicTest_31512315.jpg,happy,sad,NIE,44.2,0.0,0.0,2.09,44.2,53.68,0.0,0.03
FER2013/test\happy\PrivateTest_76716282.jpg,happy,happy,TAK,96.99,0.0,0.0,0.0,96.99,0.0,0.0,3.01
FER2013/test\happy\PublicTest_30543773.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_61733697.jpg,happy,fear,NIE,0.02,0.01,0.0,84.77,0.02,1.7,13.5,0.0
FER2013/test\happy\PublicTest_80225878.jpg,happy,happy,TAK,99.18,0.05,0.0,0.0,99.18,0.17,0.0,0.59
FER2013/test\happy\PublicTest_56321010.jpg,happy,happy,TAK,99.82,0.0,0.0,0.0,99.82,0.0,0.02,0.16
FER2013/test\happy\PrivateTest_47981787.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_97191866.jpg,happy,fear,NIE,3.63,0.0,0.0,96.32,3.63,0.06,0.0,0.0
FER2013/test\happy\PrivateTest_88977280.jpg,happy,angry,NIE,0.2,55.06,0.0,0.0,0.2,2.36,0.0,42.36
FER2013/test\happy\PrivateTest_40197960.jpg,happy,happy,TAK,99.96,0.0,0.0,0.0,99.96,0.02,0.0,0.01
FER2013/test\happy\PublicTest_9655665.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_79763324.jpg,happy,happy,TAK,99.97,0.0,0.0,0.0,99.97,0.0,0.0,0.03
FER2013/test\happy\PublicTest_57540446.jpg,happy,happy,TAK,99.99,0.0,0.0,0.0,99.99,0.0,0.01,0.01
FER2013/test\happy\PublicTest_94706825.jpg,happy,happy,TAK,99.61,0.01,0.0,0.0,99.61,0.0,0.0,0.38
FER2013/test\happy\PrivateTest_32570813.jpg,happy,happy,TAK,99.77,0.0,0.0,0.13,99.77,0.0,0.09,0.0
FER2013/test\happy\PublicTest_48917305.jpg,happy,happy,TAK,95.59,4.41,0.0,0.0,95.59,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_39353339.jpg,happy,fear,NIE,0.0,0.0,0.0,99.86,0.0,0.13,0.0,0.0
FER2013/test\happy\PrivateTest_16429842.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_40414118.jpg,happy,happy,TAK,84.2,0.01,0.0,13.24,84.2,0.01,2.5,0.04
FER2013/test\happy\PublicTest_50024142.jpg,happy,happy,TAK,99.82,0.0,0.0,0.03,99.82,0.01,0.14,0.0
FER2013/test\happy\PrivateTest_75889655.jpg,happy,happy,TAK,99.76,0.0,0.0,0.0,99.76,0.0,0.0,0.24
FER2013/test\happy\PrivateTest_38910226.jpg,happy,happy,TAK,93.75,0.0,0.0,0.0,93.75,0.0,0.0,6.25
FER2013/test\happy\PublicTest_83623488.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_27778676.jpg,happy,angry,NIE,12.85,79.41,0.0,0.01,12.85,0.69,0.0,7.03
FER2013/test\happy\PrivateTest_79430934.jpg,happy,sad,NIE,12.68,0.0,0.0,12.47,12.68,50.99,0.0,23.85
FER2013/test\happy\PublicTest_19304622.jpg,happy,happy,TAK,93.02,0.15,0.0,3.03,93.02,3.2,0.0,0.59
FER2013/test\happy\PrivateTest_89186336.jpg,happy,happy,TAK,98.78,0.0,0.0,0.03,98.78,0.06,0.0,1.13
FER2013/test\happy\PrivateTest_52863251.jpg,happy,disgust,NIE,6.26,7.56,40.97,0.6,6.26,36.21,0.58,7.83
FER2013/test\happy\PublicTest_80238560.jpg,happy,happy,TAK,89.66,0.02,0.0,0.03,89.66,0.14,0.1,10.06
FER2013/test\happy\PrivateTest_84590897.jpg,happy,happy,TAK,99.87,0.0,0.0,0.0,99.87,0.0,0.0,0.13
FER2013/test\happy\PrivateTest_35409031.jpg,happy,neutral,NIE,15.92,21.65,0.04,5.59,15.92,15.49,1.6,39.72
FER2013/test\happy\PublicTest_26212146.jpg,happy,happy,TAK,99.91,0.01,0.0,0.0,99.91,0.01,0.0,0.08
FER2013/test\happy\PublicTest_69213552.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_49826303.jpg,happy,happy,TAK,89.59,0.01,0.0,0.58,89.59,0.11,0.0,9.72
FER2013/test\happy\PrivateTest_14980482.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PrivateTest_99314173.jpg,happy,neutral,NIE,4.21,14.08,0.0,0.35,4.21,2.67,0.15,78.53
FER2013/test\happy\PrivateTest_97778271.jpg,happy,happy,TAK,96.7,2.49,0.0,0.01,96.7,0.49,0.0,0.31
FER2013/test\happy\PublicTest_24742457.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_28002550.jpg,happy,happy,TAK,99.87,0.0,0.0,0.0,99.87,0.0,0.0,0.13
FER2013/test\happy\PublicTest_4223507.jpg,happy,neutral,NIE,0.87,0.0,0.0,0.0,0.87,0.0,0.0,99.13
FER2013/test\happy\PublicTest_53662896.jpg,happy,happy,TAK,43.45,14.32,0.0,2.62,43.45,38.21,0.0,1.39
FER2013/test\happy\PublicTest_2792371.jpg,happy,happy,TAK,96.37,0.0,0.0,0.0,96.37,0.01,0.0,3.63
FER2013/test\happy\PublicTest_64847708.jpg,happy,happy,TAK,99.99,0.0,0.0,0.01,99.99,0.0,0.01,0.0
FER2013/test\happy\PrivateTest_58073603.jpg,happy,happy,TAK,99.9,0.0,0.0,0.0,99.9,0.0,0.04,0.06
FER2013/test\happy\PrivateTest_251881.jpg,happy,happy,TAK,99.98,0.0,0.0,0.02,99.98,0.0,0.0,0.0
FER2013/test\happy\PublicTest_60150278.jpg,happy,happy,TAK,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
FER2013/test\happy\PublicTest_29492318.jpg,happy,happy,TAK,75.55,0.69,0.0,12.63,75.55,0.06,0.02,11.05
